,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
1051,"RT @JustinElliott: NEW: Both Donald and @IvankaTrump were personally involved in ""unconscionable"" deal that enriched Trump family with fund…",BXer solittletime,133228,350,United States,False,0,392,2020-01-22 23:58:50
1052,If I ever see Donald Trump https://t.co/FM2zun5c3G,datbaddjawn,38719,1621,,False,0,0,2020-01-22 23:58:50
1053,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Peggy,37282,3839,United States,False,0,911,2020-01-22 23:58:50
1054,"RT @abutler04: Lawsuit:
Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Their  Family Business. https://t.co/j…",Dr Barkat Charania,6499,3399,,False,0,29,2020-01-22 23:58:50
1055,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Eyewitness News,286951,672024,New York City,True,0,60,2020-01-22 23:58:50
1056,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",AJ🇺🇸 🏳️‍🌈🌈♥️🇺🇸🏳️‍🌈 Text TRUMP to 88022,214771,4012,United States,False,0,408,2020-01-22 23:58:49
1057,"RT @JustinElliott: NEW: Both Donald and @IvankaTrump were personally involved in ""unconscionable"" deal that enriched Trump family with fund…",Chris,51505,145,,False,0,392,2020-01-22 23:58:49
1058,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Peggi,154658,1577,The Lone Star State,False,0,987,2020-01-22 23:58:49
1059,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Guy Maleman,26378,392,United States,False,0,2670,2020-01-22 23:58:48
1060,RT @mattmfm: Wouldn't it be nice if coverage of the impeachment trial accurately reflected the fact that a majority of voters believe Donal…,BlueTsunami2020🌊🍊🤡🌊,75204,3503,"Colorado, USA",False,0,196,2020-01-22 23:58:48
1061,"RT @BernieSanders: Over and over, Donald Trump promised Americans that he would not cut Social Security and Medicare.

He lied.

When we wi…",Martha Koester,64160,4049,Above the center of the earth,False,0,1349,2020-01-22 23:58:48
1062,"RT @CraigRozniecki: Dems: ""We're impeaching Donald J. Trump for obstructing Congress.""

Reps: ""He didn't obstruct Congress. Prove that he o…",Linds,27608,381,"Los Angeles, CA",False,0,843,2020-01-22 23:58:48
1063,"RT @PeteButtigieg: Donald Trump is targeting Social Security, Medicare, and Medicaid to fund tax breaks for giant corporations and the weal…",michellelamar,18360,7757,,False,0,1093,2020-01-22 23:58:47
1064,Watch what happened at 6:35 in @wsvn's broadcast: LIVE: The U.S. Senate is set to hear opening arguments in Preside… https://t.co/o6YFIIL8Qe,Robin Dunkinson,49290,543,,False,0,0,2020-01-22 23:58:47
1065,"RT @MSNBC: Pete Buttigieg: ""This is our chance to set a different course for what the next four years, but also the next forty years, are g…",yen,28804,219,,False,0,54,2020-01-22 23:58:47
1066,RT @PalmerReport: Donald Trump just screwed up and blew a gaping hole in his own impeachment trial strategy https://t.co/x3Cp58rgMG,Kai Allen,13976,1377,,False,0,13,2020-01-22 23:58:46
1067,"@realDonaldTrump @RealSusanSwift ""What are we going to do about it?"" - Donald J. Trump when he found out mistress t… https://t.co/1WtMnVrnJW",ƊЄƦƳƛ,99931,636,,False,0,0,2020-01-22 23:58:45
1068,"“Some people say that... I don’t know if it’s true, but some people say that.”

- Donald J TRump https://t.co/pc3XVAgf0T",Dave Hansen,81709,9245,"Ottawa, Ontario",False,0,0,2020-01-22 23:58:45
1069,RT @BernieSanders: Donald Trump believes climate change is a hoax. Donald Trump is an idiot.,Tanner,602,8,,False,0,227150,2020-01-22 23:58:45
1070,RT @a_fly_guy: Congratulations @RepAdamSchiff! You really deserve this: #AdamSchiffROCKS trends nationwide as House manager begins the pros…,❄️💎Lars💎🇳🇴#AdamSchiffROCKS,192475,26416,"Oslo, Norway",False,0,13,2020-01-22 23:58:44
1071,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,#PrayerWarrior,28092,4392,"Somewhere, USA",False,0,444,2020-01-22 23:58:44
1072,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",Tom Rowe,26812,294,,False,0,179,2020-01-22 23:58:44
1073,"Listening to/viewing the Trial of DONALD JOHN TRUMP, I’m reminded of the SENATE and their CONSTITUENTS who are in s… https://t.co/iclckNSjcF",IyaNla- Great Mama,27864,418,"Utopia, Planet Earth",False,0,0,2020-01-22 23:58:44
1074,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",Nestor Cintron,11557,414,CT,False,0,179,2020-01-22 23:58:43
1075,@IvankaTrump @realDonaldTrump 89st Donald Trump history victory 2020,José @89 Triangulo,108005,617,Estados Unidos,False,0,0,2020-01-22 23:58:43
1076,"RT @HouseIntel: Giuliani admitted that he was asking Ukraine to work on investigations that could be “very, very helpful” to the President.…","""REGISTER TO VOTE”",34618,1910,~KanSas CiTy~,False,0,607,2020-01-22 23:58:43
1077,RT @stclairashley: French woman to Donald Trump: “You have very low unemployment in the U.S. and we have very high unemployment rate in Fra…,stephanies avro,5529,613,"Winnipeg, Manitoba",False,0,1848,2020-01-22 23:58:43
1078,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",Just Do Right,73514,282,,False,0,179,2020-01-22 23:58:43
1079,@thedailybeast I never watched the Apprentice because it was boring. Donald Trump is one of the most boring and ugl… https://t.co/P63yc2ZQlo,Carol McCarthy🌊American Resistance Movement #FBR,72968,2631,in a southern red state now,False,1,0,2020-01-22 23:58:43
1080,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",ArmyVet,63625,72,,False,0,60,2020-01-22 23:58:42
1081,"RT @PalmerReport: I was going to say that Donald Trump should have hired attorneys who went to law school instead of clown school, but then…",Kai Allen,13976,1377,,False,0,690,2020-01-22 23:58:42
1082,"RT @osullivanauthor: Donald Trump just retweeted a tweet by Don Jr. in which Don Jr. had tweeted a quote by Donald.  

Think I’m going to p…",Debbie,6142,173,California,False,0,89,2020-01-22 23:58:42
1083,"RT @JunkScience: Transcript of President Trump at Davos:

Urges Davos delegates to ignore ‘perennial prophets of doom’ and accuses environm…",⭐️⭐️⭐️,47688,3062,"London, Palm Beach",False,0,282,2020-01-22 23:58:42
1084,"RT @standardnews: “Unlike you, my generation will not give up without a fight"" https://t.co/MiHKpF247i",🥬,35341,108,,False,0,2,2020-01-22 23:58:41
1085,RT @ACLU: BREAKING: We're demanding the National Archives turn over all records concerning its decision to doctor a 2017 Women's March phot…,Donald Nogowski,8881,77,,False,0,3195,2020-01-22 23:58:41
1086,RT @AIIAmericanGirI: Trump to become first president to speak at the March for Life https://t.co/aeHDpaE5Qp @FoxNews #AAG #AAG2020,Kate Carter🌟🌟,119318,5816,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ,False,0,4,2020-01-22 23:58:41
1087,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",Tracie Blake,22022,159,,False,0,2579,2020-01-22 23:58:40
1088,RT @VABVOX: This story details the sexual assault scandal that forced Starr out of Baylor. It is really something that this guy is now in a…,comfortable,1908,127,,False,0,126,2020-01-22 23:58:39
1089,"RT @Will_Bunch: 18. November 2018: Pressed on Khashoggi's murder, Trump says he accepts MBS denial of any involvement. It's later reported…",🦇 𝖂𝖆𝖍𝖗𝖍𝖆𝖋𝖙𝖎𝖌 🦇,97904,9582,earth,False,0,194,2020-01-22 23:58:39
1090,"RT @HouseIntel: Where were you on July 25, 2019?

On July 25, 2019:

— Ukrainian soldiers were manning the front lines against Russian-back…",The Snake Charmers,47503,2186,"Houston, Texas",False,0,605,2020-01-22 23:58:39
1091,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,A Person’s Conscience,80208,658,,False,0,2670,2020-01-22 23:58:38
1092,@NBCNews Can the American people bring a mass-action suit against Donald J Trump before he totally goes bankrupt? I… https://t.co/uFL515lFpa,Baabanofoo,2333,27,,False,0,0,2020-01-22 23:58:38
1093,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Lee B 🇺🇸 ⭐⭐⭐🇺🇸,7520,2016,"South Carolina, USA",False,0,234,2020-01-22 23:58:36
1094,"RT @KarmaTrumps: @BillFromIraq @POTUS True, but I must give a shout-out to Ronaldus Reagan for lifting us out of the Carter malaise and ret…",Teufel Hunden,12845,3102,United States,False,0,11,2020-01-22 23:58:36
1095,"@FoxSportsWest @TeamLou23 Clippers will use the Donald Trump tactic, biggest parade ever lol",Name cannot be blank,1584,57,"Eastvale, California",False,0,0,2020-01-22 23:58:35
1096,"RT @JustElegant1: @outofcontroljb @PressSec Stephanie Grisham isn’t a Press Secretary, she gets paid $175k of tax payer money to be Donald…",Henry Bruno,6967,181,"Milwaukee, WI",False,0,3,2020-01-22 23:58:35
1097,"RT @GoodHombres: @BreitbartNews I'm a Florida voter, and no-the-fuck-we-haven't had enough of impeaching Donald Trump.

We want witnesses t…",Max 🌊 #VOTE BLUE💙💙💙💙 Jacob’s Fight🎗,51593,1574,,False,0,4,2020-01-22 23:58:35
1098,"RT @RepJeffries: The President’s top lawyer asked an important question on the first day of trial.

Why are we here?

Donald Trump brazenly…",James Carney,5310,779,,False,0,3336,2020-01-22 23:58:35
1099,RT @politicususa: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Donal…,ScoutFinch0222,2475,23,Eastern US,False,0,255,2020-01-22 23:58:35
1100,"RT @sam_vinograd: A crowd size that Trump does not need to lie about:

""About 11 million TV viewers watched the start of the U.S. Senate im…",Fed Up Red Blooded American,17606,3263,,False,0,193,2020-01-22 23:58:34
1101,RT @Will_Bunch: 21. January 2019: Bezos makes a surprise announcement that he's divorcing his longtime wife MacKenzie -- hours before racy…,Nancy Yarosis,701317,32258,"North Carolina, USA",False,0,184,2020-01-22 23:58:34
1102,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Mary Van Fleteren,3787,443,"Michigan, USA",False,0,988,2020-01-22 23:58:34
1103,"RT @edieconstantine: Empty  seats are totally unacceptable!!! 
Call Chief Justice office!!! 
Telephone number for Supreme Court office of C…",George G,41043,4239,"New York, USA",False,0,256,2020-01-22 23:58:32
1104,@MysterySolvent Trump's basic expression is turning  into Mad Donald Duck.,repeet,12457,129,,False,0,0,2020-01-22 23:58:31
1105,"RT @LifeNewsHQ: BREAKING NEWS: 

President Donald Trump Declares January 22nd “National Sanctity of Human Life Day” 

""Every person — the b…",Jim Texan ⭐️✝️🙏🏻🇺🇸,74151,33051,TEXAS (DFW area),False,0,1269,2020-01-22 23:58:31
1106,"RT @NeilLowenthal1: HEADLINE: ""Alan Dershowitz &amp; Ken Starr expected to join Trump impeachment legal team""

STUNNINGLY tone-deaf.

So Donald…",Deena Larks🎵🌊🌹🏳️‍🌈supporter#Impeach&Imprison,64295,2451,"San Diego, CA",False,0,33,2020-01-22 23:58:30
1107,RT @stmc112: Smart Kid!  Tells America like it is.   Donald Trump loves America and Everyone who lives in America should love it too!,Liz4Trump4Ever,3540,10295,"Lenexa, KS",False,0,228,2020-01-22 23:58:30
1108,RT @Dar_Thatcher: Eric Trump old interview resurfaces: 'We don't rely on banks. We have all the funding we need out of Russia' https://t.co…,👠ℛႮℬℽℛℰⅅՏℍ⌾ℰՏ👠,1859,2509,United States,False,0,2402,2020-01-22 23:58:30
1109,"What will the democrats do after this impeachment circus is over, and President Donald Trump is still in the White… https://t.co/QUL10Mn7eT",Eric Thomas,18447,4122,georgia,False,0,0,2020-01-22 23:58:29
1110,RT @davidcicilline: A new Trump confession.,Donald Nogowski,8881,77,,False,0,1038,2020-01-22 23:58:29
1111,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Paula Pedrotty,17920,220,,False,0,60,2020-01-22 23:58:29
1112,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Paula 💜🏳️‍🌈 ⚧️,15923,984,"Oslo Seattle,London Beijing ",False,0,60,2020-01-22 23:58:28
1113,RT @votevets: We agree with @GeneralClark! It is a disgrace that Donald Trump minimized the brain injuries many troops suffer from. https:/…,Patty 🧢🚑🚒 💙 ☘️,55459,1338,,False,0,123,2020-01-22 23:58:28
1114,RT @Dana0919: I love my President Donald J. Trump! 🤓 https://t.co/Sz9V7UJ5SD,Chee,24482,1044,"Katy, TX",False,0,3,2020-01-22 23:58:28
1115,"RT @CREWcrew: Pam Bondi just defended President Trump at his impeachment trial.

Remember when we filed a criminal bribery complaint agains…",Lynn Dempsey,66680,405,,False,0,3621,2020-01-22 23:58:28
1116,RT @rev_marilyn: @TomFitton Impeachment for the GREATEST WHISTLEBLOWER OF AMERICAN HISTORY! President Donald Trump exposed the Deep State C…,Joy Flick,39480,3112,Texas,False,0,2,2020-01-22 23:58:27
1117,RT @realTuckFrumper: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/emvE…,Mary Crofts,3470,70,"California, USA",False,0,213,2020-01-22 23:58:27
1118,RT @AuthorKimberley: Mitch McConnell wants you to give up hope. Donald John Trump wants you to throw your hands in the air and say he alrea…,Lori Placer,662,21,,False,0,104,2020-01-22 23:58:27
1119,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Boutros-Boutros Salty.,46935,1772,Where there’s food,False,0,988,2020-01-22 23:58:26
1120,"RT @JustinElliott: NEW: Both Donald and @IvankaTrump were personally involved in ""unconscionable"" deal that enriched Trump family with fund…",#ViveLaRésistance #Text “RESIST” to 50409,570003,22305,Waiting For My Soros Check ,False,0,392,2020-01-22 23:58:26
1121,RT @stclairashley: French woman to Donald Trump: “You have very low unemployment in the U.S. and we have very high unemployment rate in Fra…,Sam ♏️,11307,383,"Pittsburgh, PA",False,0,1848,2020-01-22 23:58:26
1122,"RT @cnni: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats a…",MMSpindler,1176,7,,False,0,16,2020-01-22 23:58:26
1123,RT @ScottBarrett9: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/0iHlcf…,hollyann,153806,4625,Sweet Mother Earth,False,0,3,2020-01-22 23:58:25
1124,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Bk,343840,3504,United States,False,0,2673,2020-01-22 23:58:24
1125,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",Dennis Beaver,39352,216,,False,0,2579,2020-01-22 23:58:24
1126,"RT @CBSNews: When asked about the 11 U.S. servicemen injured in the Iran airstrikes, President Trump told @weijia he didn't ""consider them …",AmeliaRose,31253,586,Upstate NY,False,0,1312,2020-01-22 23:58:24
1127,"RT @Reime3Retired: Warren says this while supposedly an objective juror in the Senate trial.

How many votes will she get by vowing to inve…",PatriotThunder 💥👊💪🇺🇸❤🇺🇸,92054,31248,,False,0,1,2020-01-22 23:58:24
1128,RT @RoseannBlueEyes: @CarrieLynne1026 @donald_aper @RGanley @sr_patrick @cnugent822 @terryloohoo @HouseOfJames2 @J_man63 @TrumpSugar @Middl…,Kathy 🌊🌊🌊🌊,12469,3077,Tennessee,False,0,1,2020-01-22 23:58:24
1129,"RT @Will_Bunch: 18. November 2018: Pressed on Khashoggi's murder, Trump says he accepts MBS denial of any involvement. It's later reported…",Nancy Yarosis,701317,32258,"North Carolina, USA",False,0,194,2020-01-22 23:58:24
1130,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",Anthony McIntosh,15116,70,,False,0,44,2020-01-22 23:58:24
1131,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Covfefe Engineer,233612,1253,Texas,False,0,444,2020-01-22 23:58:24
1132,"Donald Trump, Meet Your Precursor https://t.co/vguGgpbyHd",MOHAMAD IBRAHIM,34,18,,False,0,0,2020-01-22 23:58:23
1133,"@LindseyGrahamSC Remember 3/2016:“The bottom line is that I believe Donald Trump would be an absolute,utter disaste… https://t.co/k8uPrk0NZf",annie,1152,175,"Boston, MA",False,0,0,2020-01-22 23:58:23
1134,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Robert Lebman 🏳️‍🌈,22295,508,,False,0,988,2020-01-22 23:58:23
1135,"RT @janestreet: ...today I fact checked trump

https://t.co/EscPoP0dZY",The Ministry of Truth is alt-Lies.,105417,1318,The Left Coast,False,0,1,2020-01-22 23:58:22
1136,RT @RawStory: #AdamSchiffROCKS trends nationwide as House manager begins the prosecution of Donald Trump https://t.co/wIJE0NXXUn,BillytheKidRides,371,168,"Denver, CO",False,0,511,2020-01-22 23:58:22
1137,Poor DONALD TRUMP must be so ASHAMED listening to his IMPEACHMENT procedure in the Senate today... https://t.co/riXzUIAZje,RCorriveau,49,7,,False,3,0,2020-01-22 23:58:21
1138,"We PATRIOT will see
our PRESIDENT DONALD J TRUMP REELECTED PRESIDENT OF THE UNITED STATES OF AMERICA  !","Matt Campbell. "" MAGA """,6279,2915,"Waverly, IA",False,1,0,2020-01-22 23:58:20
1139,"RT @John_Kass: Trump Impeachment Theater farce: #AdamSchiff talks of ""fairness."" But if he were the demigod of truth and beauty that he thi…",Jen,186,22,,False,0,38,2020-01-22 23:58:20
1140,RT @AuthorKimberley: Mitch McConnell wants you to give up hope. Donald John Trump wants you to throw your hands in the air and say he alrea…,Dee Kenny,115352,4223,,False,0,104,2020-01-22 23:58:20
1141,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",devar,51077,164,Earth  ,False,0,44,2020-01-22 23:58:19
1142,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",Kathie Stevenson 🌺,83185,884,Denver NC,False,0,44,2020-01-22 23:58:18
1143,"RT @ABCPolitics: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that Pr…",🍑 Impeach Remove Indict✏️🇺🇸🏳️‍🌈,48454,679,Earth,False,0,27,2020-01-22 23:58:18
1144,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",💫🇺🇸 RNcat 🇺🇸💫,383454,32320,"The Dirty South, U.S.A.",False,0,409,2020-01-22 23:58:17
1145,"RT @KevINthe406: @tedcruz ah yes, Ted... world renowned anti-corruption advocate, Donald J Trump.

checks out. https://t.co/sloGj42IAm",Kathy,21244,778,"New York, USA",False,0,8,2020-01-22 23:58:17
1146,Donald Trump just screwed up and blew a gaping hole in his own impeachment trial strategy https://t.co/x3Cp58rgMG,Palmer Report,52009,310230,"Los Angeles, CA",True,43,13,2020-01-22 23:58:17
1147,"RT @american2084: 💥What terrible things will Trump do after the corrupt GOP Senate exonerates him?

Trump has never been held accountable i…",robin sutton,9134,3931,,False,0,33,2020-01-22 23:58:17
1148,Bernie Sanders leads Donald Trump by widest margin of all 2020 candidates: Election poll https://t.co/aRMfrsL4qW,isa kocher: isafakir,38941,484,Frog Hollow,False,0,0,2020-01-22 23:58:17
1149,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Cats and Chocolates,39186,1246,Blue Patch in TX,False,0,912,2020-01-22 23:58:17
1150,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",Jonathan,2156,258,"Pullman, WA",False,0,44,2020-01-22 23:58:16
1151,"RT @edieconstantine: Empty  seats are totally unacceptable!!! 
Call Chief Justice office!!! 
Telephone number for Supreme Court office of C…",Betty Mitchell #GlovesOff,17147,6191,"New Mexico, USA",False,0,256,2020-01-22 23:58:16
1152,"This is awesome!! I hope more states follow suite!! 
https://t.co/4tou6v9iRi",Mommakin719x3,3138,1073,,False,0,0,2020-01-22 23:58:16
1153,RT @CBSThisMorning: President Trump says they are “discussing” human rights in Hong Kong as part of Phase 2 of the China trade deal. #WEF20…,Ray ☝🏻🤚🏻,719,31,,False,0,148,2020-01-22 23:58:16
1154,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",Joe Kassel,7974,283,"San Diego, CA",False,0,2579,2020-01-22 23:58:15
1155,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",chulesee,16484,2189,Slumberville,False,0,179,2020-01-22 23:58:15
1156,"RT @dylanmsmitty: The day Donald Trump leaves office must be a worldwide fucking holiday, agreed?",KidWebblan,44554,397,NYC,False,0,220,2020-01-22 23:58:15
1157,"RT @HouseIntel: Giuliani admitted that he was asking Ukraine to work on investigations that could be “very, very helpful” to the President.…",Baffies 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧 🌊,29628,2907,,False,0,607,2020-01-22 23:58:15
1158,"RT @cnalive: “He will be the first president in history to attend, and we are so excited for him to experience in person how passionate our…",Steven McCullough,255,78,,False,0,9,2020-01-22 23:58:14
1159,@LindseyGrahamSC the reason you're so upset is you can't escape facts facts of facts it's real Donald Trump did exa… https://t.co/RMjkpZc9z5,Debra Watson,210,0,,False,0,0,2020-01-22 23:58:14
1160,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",bonita_jay,70415,2247,,False,0,60,2020-01-22 23:58:13
1161,The notion that Democrats have to convince Republicans to impeach Donald Trump is a media narrative pushed by the… https://t.co/zqZJuUoNmB,#$outh$ide,3492,67,,False,0,0,2020-01-22 23:58:13
1162,RT @MotherJones: Donald Trump did a zillion tweets today and each one is terrible https://t.co/chzWyMttyh,Stellazine,21082,5463,,False,0,40,2020-01-22 23:58:13
1163,"RT @BillKristol: Trump has many repulsive characteristics. But his pathetic admiration for Putin, Xi, MBS and other dictators is perhaps hi…",Donald Nogowski,8881,77,,False,0,1778,2020-01-22 23:58:12
1164,"RT @GeorgeTakei: Your Republican Party, ladies and gentlemen. https://t.co/vtRMxUd57Q",Naughtmai Rheelname,48128,578,,False,0,480,2020-01-22 23:58:12
1165,"RT @FriendsofNancyP: 🚨📹 #ICYMI, a mega-thread🧵 of clips from yesterday's explosive start to the Impeachment Trial of Donald J. Trump. #GOPC…",Denise🆘,2345,213,,False,0,292,2020-01-22 23:58:12
1166,@GOP Dearest Editor How Great You Are for Helping and Supporting all people daily. Happy Anniversary To our Preside… https://t.co/vut6b1TyCR,Anna,2219,25,,False,0,0,2020-01-22 23:58:12
1167,@RepDougCollins @realDonaldTrump The only one who restricting Republican witnesses in the House was Donald Trump. W… https://t.co/oKIwKGpofK,Tim Jim,2790,38,,False,0,0,2020-01-22 23:58:12
1168,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",robin,2820,439,,False,0,44,2020-01-22 23:58:11
1169,"RT @elihbeckman: “The Constitution is sacredly obligatory upon all.” -George Washington

It’s time for Donald Trump and corrupt Republicans…",JeVarn O'Neal,23795,950,,False,0,9,2020-01-22 23:58:11
1170,@PressSec You spelled Donald Trump wrong.,lori ann haan-tepastte,5108,38,,False,0,0,2020-01-22 23:58:10
1171,RT @itvpeston: Labour leadership contender @lisanandy  tells @Peston she would ”go to the palace” and “have the argument” with Donald Trump…,Cllr Linda Thomas,4470,2516,"Bolton, England",False,0,3,2020-01-22 23:58:10
1172,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Clyde Dwight,60425,1468,"Kingston, Ontario",False,0,1585,2020-01-22 23:58:10
1173,"RT @LifeNewsHQ: BREAKING NEWS: 

President Donald Trump Declares January 22nd “National Sanctity of Human Life Day” 

""Every person — the b…",MikeKirby,51237,5896,"Connecticut, U S A",False,0,1269,2020-01-22 23:58:10
1174,RT @Will_Bunch: 29. ...the U.S. government under Donald Trump has done absolutely NOTHING to investigate the truth on arguably the most sig…,TenneyNaumer,304627,1854,"Jonesboro, IL",False,0,202,2020-01-22 23:58:10
1175,"RT @ABCPolitics: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that Pr…",Wiseronenow~~#AYFKM Kinda Day,147594,3331,Earth,False,0,27,2020-01-22 23:58:10
1176,"RT @vespertilioAJR: @realDonaldTrump Until 2011, Donald Trump was vocally pro-choice. He changed only when he considered a presidential run…",Sarah Fromell,4072,217,,False,0,4,2020-01-22 23:58:10
1177,"RT @cnni: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats a…",Bristol A Michael,2,0,"San Diego, CA",False,0,16,2020-01-22 23:58:09
1178,"RT @ChuckCallesto: Describe the IMPEACHMENT of Donald Trump on one word?

RT-",Carl Post,18029,2797,"Greensburg, PA",False,0,450,2020-01-22 23:58:09
1179,RT @TheBeaSmith: 🙏🏻  Trump to become first president to speak at the March for Life https://t.co/5W5r7CQcte #FoxNews,Cloud_lillie,22764,1185,"Dallas, TX",False,0,5,2020-01-22 23:58:09
1180,"Donald Trump dismisses injuries of US military troops, proves (again) there is no bottom

https://t.co/jOrR6I1vqf",billy jack,117718,6458,,False,1,0,2020-01-22 23:58:09
1181,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Patricio Patiño🐻⬇️,73070,471,"Alvaro obregon, Michoacan",False,0,1590,2020-01-22 23:58:07
1182,RT @johniadarola: Bernie Sanders would CRUSH Donald Trump.,Truthglow,803752,17986,United States,False,0,920,2020-01-22 23:58:07
1183,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Cathy Gill,26951,158,,False,0,988,2020-01-22 23:58:07
1184,RT @Holly_WV: 💞I freaking love our President💞 “Nothing worth doing ever came easy. Treat the word impossible as nothing more than motivatio…,Trumpian2.0,2144,727,,False,0,16,2020-01-22 23:58:07
1185,RT @VeBo1991: Happy 15th anniversary to President Donald J. Trump and First Lady Melania Trump! Wishing you many more years of good health…,Andy Ramsden,26558,7123,,False,0,96,2020-01-22 23:58:06
1186,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Phyllis Kupferstein,156797,1219,Los Angeles,False,0,1590,2020-01-22 23:58:06
1187,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Clyde Dwight,60425,1468,"Kingston, Ontario",False,0,2673,2020-01-22 23:58:05
1188,"RT @th3j35t3r: Weird how these migrant 'caravan' people only choose to start moving in an election year, or when Donald J Trump is feeling…",AT3chnicality 🇵🇷 ♠,26588,237,Find Carmen Sandiego,False,0,41,2020-01-22 23:58:05
